timestamp,Watt,Temp,Vin,Vout
2026-01-27T21:08:43.777737,120.0,22.4,101.3,99.9
2026-01-27T21:09:44.196825,128.0,22.1,101.3,99.9
2026-01-27T21:10:44.619225,120.0,21.8,101.2,99.9
2026-01-27T21:11:45.038982,120.0,21.5,101.2,99.9
2026-01-27T21:12:45.458482,120.0,21.2,101.3,99.9
2026-01-27T21:13:45.877301,120.0,20.9,101.6,99.9
2026-01-27T21:14:46.296136,128.0,20.7,101.4,99.9
2026-01-27T21:15:46.722763,128.0,20.5,101.3,99.9
2026-01-27T21:16:47.142817,128.0,20.6,101.4,99.9
2026-01-27T21:17:47.579194,120.0,20.7,101.2,99.9
2026-01-27T21:18:47.999094,120.0,21.0,101.4,99.9
2026-01-27T21:19:48.417989,120.0,21.3,101.2,99.9
2026-01-27T21:20:48.837775,120.0,21.6,100.9,99.9
2026-01-27T21:21:49.279726,120.0,21.9,100.7,99.9
2026-01-27T21:22:49.697492,120.0,21.9,101.1,99.9
2026-01-27T21:23:50.121427,128.0,21.6,101.3,99.9
2026-01-27T21:24:50.572303,136.0,21.3,101.0,99.9
2026-01-27T21:25:50.992123,128.0,21.0,100.7,99.9
2026-01-27T21:26:51.412880,120.0,20.7,100.9,99.9
2026-01-27T21:27:51.833842,128.0,20.5,101.1,99.9
2026-01-27T21:28:52.275476,128.0,20.2,101.1,99.9
2026-01-27T21:29:52.694527,120.0,19.9,101.1,99.9
2026-01-27T21:30:53.114381,120.0,19.7,101.2,99.9
2026-01-27T21:31:53.533606,120.0,19.6,101.6,99.9
2026-01-27T21:32:53.953829,128.0,19.4,101.5,99.9
2026-01-27T21:33:54.428556,136.0,19.3,101.2,99.9
2026-01-27T21:34:54.846816,120.0,19.2,101.0,99.9
2026-01-27T21:35:55.266741,120.0,19.1,100.9,99.9
2026-01-27T21:36:55.686195,120.0,19.2,100.7,99.9
2026-01-27T21:37:56.105697,120.0,19.4,100.7,99.9
2026-01-27T21:38:56.525497,120.0,19.9,100.8,99.9
2026-01-27T21:39:56.945943,120.0,20.3,100.9,99.9
2026-01-27T21:40:57.366588,128.0,20.6,100.7,99.9
2026-01-27T21:41:57.786108,128.0,20.9,100.7,99.9
2026-01-27T21:42:58.204944,120.0,21.3,100.7,99.9
2026-01-27T21:43:58.646783,120.0,21.7,100.6,99.9
2026-01-27T21:44:59.066779,120.0,22.0,100.5,99.9
2026-01-27T21:45:59.487973,128.0,22.2,100.7,99.9
2026-01-27T21:46:59.909973,120.0,22.2,101.0,99.9
2026-01-27T21:48:00.337948,120.0,22.3,101.1,99.9
2026-01-27T21:49:00.758687,128.0,21.9,101.1,99.9
2026-01-27T21:50:01.176997,136.0,21.6,101.4,99.9
2026-01-27T21:51:01.619872,144.0,21.4,101.5,99.9
2026-01-27T21:52:02.038191,120.0,21.1,101.3,99.9
2026-01-27T21:53:02.457827,128.0,20.9,101.5,99.9
2026-01-27T21:54:02.877068,120.0,20.6,101.5,99.9
2026-01-27T21:55:03.299995,120.0,20.4,101.4,99.9
2026-01-27T21:56:03.720526,128.0,20.2,101.4,99.9
2026-01-27T21:57:04.139655,128.0,20.2,101.5,99.9
2026-01-27T21:58:04.559205,120.0,20.5,101.5,99.9
2026-01-27T21:59:04.977881,120.0,20.8,101.4,99.9
2026-01-27T22:00:05.397537,128.0,21.2,101.2,99.9
2026-01-27T22:01:05.817087,120.0,21.5,101.3,100.0
2026-01-27T22:02:06.237724,120.0,21.7,101.4,99.9
2026-01-27T22:03:06.657873,144.0,21.9,101.3,99.9
